doc_id,screen_name,party,message
4903,SenatorLankford,Republican,"UPDATE: As of Wednesday morning, my OKC office phones are back up and running. Thank you for your patience!  My OKC office phones are having technical difficulties at the moment. We are working to resolve this immediately and will post an update when they are fully functioning again. In the meantime, please call my Tulsa or DC offices for assistance."
4904,RepSarbanes,Democrat,My thoughts on the Federal Communications Commission's decision to repeal #NetNeutrality.
4905,MartinHeinrich,Democrat,"National parks make a positive impact on the local rural economy and help support small businesses. The Manhattan Project National Historical Park in Los Alamos presents an opportunity for all of us to reflect on New Mexico’s contribution to World War II, and our ongoing nuclear legacy. I was proud to work with the community in Los Alamos Community to pass bill that established Manhattan Project National Historical Park in 2015."
4906,senatorchriscoons,Democrat,Watch my third round of questioning at the Senate Judiciary Committee hearing on the nomination of Judge Neil Gorsuch live:
4907,CongresswomanEBJtx30,Democrat,"Earlier today, I participated in a press conference to address the impact of #HurricaneHarvey. I stand with my colleagues of the Texas congressional delegation and my fellow Texans back home to assure them that we stand ready in Congress to meet those challenges.  We will not stop fighting for a strong recovery in Texas, and we will not stop fighting to combat the disastrous effects of climate change. The future of Texas and the future of our country depend on our success in this fight.  WATCH: https://www.facebook.com/CongresswomanEBJtx30/posts/10155625856102068"
4908,repbettymccollum,Democrat,"ICYMI: I introduced the America's Right to Health Care Constitutional Amendment to guarantee all Americans access to health care.   This simple, two-sentence amendment enshrines two basic principles into our Constitution: that affordable, comprehensive, and high-quality health care is a human right and that the federal government has the responsibility to make sure all Americans have health coverage.   Learn more → bit.ly/2kRN9iD."
4909,repgracemeng,Democrat,Happy Birthday America! Wishing everybody in Queens and across the nation a happy and safe #FourthofJuly. #IndependenceDay
4910,RepJasonLewis,Republican,Tax code should be fair for all Minnesotans—let’s broaden the tax base & close loopholes in our tax code! Learn more @ http://bit.ly/2frvFZm
4911,RepBillFlores,Republican,Please join me in taking a moment to honor and remember the 12 Aggies who died and the 27 who were injured 18 years ago in the Bonfire collapse.
4912,RepTomReed,Republican,This is the first step in holding colleges accountable and making sure they help middle and working class students get an affordable education.
4913,RepBarbaraLee,Democrat,President Trump’s policies are an attack on the most vulnerable Americans. We can’t let him #MakeAmericaSickAgain!
4914,RepTomSuozzi,Democrat,Just spoke at an Iftar -- a meal when Muslims finish their daily Ramadan fast -- hosted by the Muslim-Jewish Advisory Council.  Wonderful to meet so many people who set aside their religious differences and come together as Americans.  We need more of this.
4915,Rep.Shuster,Republican,"Fantastic visit to Boeing in Smithfield where I was honored to invite the CEO of the Boeing’s Defense, Space & Security division to join us to speak about the future of the facility. Very happy to hear the facility will remain central to Boeing’s business going forward."
4916,SenatorSherrodBrown,Democrat,"Today, we stand with the people of Orlando, the LGBT community & the entire country in remembering the lives lost at Pulse. #OrlandoUnitedDay"
4917,SenatorKaine,Democrat,Open enrollment for health insurance through the Affordable Care Act began today. Visit healthcare.gov to see what’s available for you and your family.
4918,johnmccain,Republican,Look at that bird! Check out this C-130 Hercules on deployment to combat Arizona's Goodwin Fire. The Airtanker 116 is one of several transferred from the U.S. Department of Defense (DoD) to the U.S. Forest Service under my Wildfire Suppression Aircraft Transfer Act to fight wildfires.
4919,301936109927957.0,Democrat,"Civil rights are a promise this country makes to each of us. They cannot be rescinded by the careless swipe of a thoughtless pen. The Trump Administration's actions tonight do not change the fact that discrimination is illegal. But they send a devastating message to our transgender students that their President does not find them worthy of equal protection. If President Trump wants to make good on his alleged support for the LGBTQ community, then he and his Attorney General must pledge to defend these critical protections at all costs."
4920,lloyddoggett,Democrat,"President Trump fired Manhattan U.S. Attorney Preet Bharara, Deputy Attorney General Director Sally Yates, FBI Director James Comey, and now threatens Special Counsel Robert Mueller. Anyone who gets too close for comfort to Trump business dealings risks losing their job. The Presidency is not an episode of The Apprentice, and “you’re fired” actually has far-reaching implications for our Nation."
4921,RepRogerWilliams,Republican,"After taking a tour of the Hardie Industries facility in Cleburne, we had the chance to discuss #JumpstartAmerica, environmental regulations, and defense spending and infrastructure - thanks for having me! #TX25 #TaxReformTuesday"
