username,text
BernieSanders,"The inventors of insulin sold the patent for just $1 so it would be available to all. 97 years later, Americans are dying because drugmakers like Eli Lilly charge $300 for a vial of insulin. Tomorrow I will be joining diabetics to buy insulin in Canada for one-tenth the price."
BernieSanders,"We need to invest in jobs and job training, rather than building more and more jails and locking up more and more people."
BernieSanders,"2020 will be a year in which we end corruption in Washington, in which we end greed in Washington, and a year in which we begin the process of creating a government based on the principles of love and compassion."
realDonaldTrump,"On this wonderful Veterans Day, I want to express the incredible gratitude of the entire American Nation to our GREAT VETERANS. Thank you!"
BernieSanders,"""""""""I'm Ben. And, I'm Jerry. I'm a person. And I'm a person. Ben & Jerry's, not a person. Go out and vote today!"""""""""
realDonaldTrump,"Now the Democrats have asked to see 12 more people who have already spent hours with Robert Mueller, and spent a fortune on lawyers in so doing. How many bites at the apple do they get before working on Border Loopholes and Asylum. They also want to interview the highly......"
realDonaldTrump,"A lot of bad things are happening in Puerto Rico. The Governor is under siege, the Mayor of San Juan is a despicable and incompetent person who I wouldn’t trust under any circumstance, and the United States Congress foolishly gave 92 Billion Dollars for hurricane relief, much...."
BernieSanders,"60% of the American people now agree we need to make public colleges and university tuition free. If other countries can take this action, so can the United States of America."
realDonaldTrump,"Watched Da Nang Dick Blumenthal on television spewing facts almost as accurate as his bravery in Vietnam (which he never saw). As the bullets whizzed by Da Nang Dicks head, as he was saving soldiers...."
BernieSanders,"The last 5 years in California have been the driest on record forcing Modesto, CA to reduce its water consumption by more than 30 percent."
BernieSanders,"Our country is facing a medical and economic crisis the likes of which we've not seen in generations. Our response must meet the enormous scale of the pandemic. Now is the time for solidarity, and robust action."
BernieSanders,Let's keep the pressure on and make it crystal clear to the world that the United States of America is not going to continue to be part of this horrible Saudi-led coalition in Yemen which is causing so much death and misery.
BernieSanders,I am so inspired by the young people in Florida who are getting their generation involved in the political process. This is an example that must be followed all across the country. Please register to vote and help transform this nation!
realDonaldTrump,"“We absolutely need a physical barrier or Wall, whatever you want to call it. The President yesterday laid all that out. We need to do it all, including the Wall. I provided the same information to the previous administration, & it was ignored.” Mark Morgan, Border Chief for “O”!"
realDonaldTrump,"Sleepy Joe Biden is having his first rally in the Great State of Pennsylvania. He obviously doesn’t know that Pennsylvania is having one of the best economic years in its history, with lowest unemployment EVER, a now thriving Steel Industry (that was dead) & great future!........"
BernieSanders,The role of the United States must be to bring parties together to resolve conflict. When we are in the White House we will push the leadership on both sides to reach an agreement that creates peace and security for both Israelis and Palestinians.
BernieSanders,"Homelessness isn’t a crime. It’s a symptom of the greed that is destroying housing in America. When we are in the White House, we will stop the criminalization of homelessness and invest $32 billion over five years to end homelessness once and for all."
BernieSanders,Paid leave and universal pre-K are what #changingworkplaces need. Thank you @NHWomensFndn and @MomsRising for addressing real family values.
realDonaldTrump,"....and false way. Something has to be done, including the possibility of the United States starting our own Worldwide Network to show the World the way we really are, GREAT!"
realDonaldTrump,Thank you to Brandon Judd of the National Border Patrol Council for your kind words on how well we are doing at the Border. We will be bringing in more & more of your great folks and will build the desperately needed WALL! @foxandfriends
realDonaldTrump,"Watched MSNBC this morning just to see what the opposition was saying about events of the past week. Such lies, almost everything they were saying was the opposite of the truth. Fake News! No wonder their ratings, along with CNN, are WAY DOWN. The hatred Comcast has is amazing!"
BernieSanders,Nuestro movimiento en Nevada y en todo el país se fortalece cada día. Únete a @AOC para una reunión política en Las Vegas el domingo 22 de diciembre. El evento se llevará a cabo completamente en español.
BernieSanders,Mississippi's voter registration deadline is today. Democracy is not a spectator sport. Register to vote now: http://rockthevote.com
BernieSanders,Rejoining the Paris Agreement ain't enough. The issue now is whether we save the planet for our children and grandchildren. We need a Green New Deal. #DemDebate
BernieSanders,I cannot win the fight against powerful special interests alone. That is why our campaign is about building a movement of human solidarity.
BernieSanders,Winning this election will take a massive movement of tens of thousands of people working together. Join Senator @ninaturner and @shailenewoodley to start organizing for our movement to defeat Donald Trump and transform the country! Register here: https://register.gotowebinar.com/register/4581708233192171019
BernieSanders,"When we stand together there is nothing we cannot accomplish. But when we're divided, the big money interests will always win."
BernieSanders,The pharmaceutical industry must be told in no uncertain terms that the medicines that they manufacture for this crisis will be sold at cost. This is not the time for profiteering or price gouging.
